"","X","Season","Round","Date","Local.start.time","Venue","Attendance","Home.team","HQ1G","HQ1B","HQ2G","HQ2B","HQ3G","HQ3B","HQ4G","HQ4B","Home.score","Home.coach","Home.coach.DOB","Away.team","AQ1G","AQ1B","AQ2G","AQ2B","AQ3G","AQ3B","AQ4G","AQ4B","Away.score","Away.coach","Away.coach.DOB","First.name","Surname","ID","DOB","Height","Weight","Jumper.No.","Playing.for","Kicks","Marks","Handballs","Goals","Behinds","Hit.Outs","Tackles","Rebounds","Inside.50s","Clearances","Clangers","Frees.For","Frees.Against","Brownlow.Votes","Contested.Possessions","Uncontested.Possessions","Contested.Marks","Marks.Inside.50","One.Percenters","Bounces","Goal.Assists","Time.on.Ground..","Substitute","Umpire.1","Umpire.2","Umpire.3","Umpire.4","year","month","day","pavO","pavD","pavM"
"56",20376,2016,"6","2016-04-30",1340,"Adelaide Oval",47423,"Adelaide",2,4,5,5,9,10,14,13,97,"Don Pyke","5/12/1968","Fremantle",1,3,2,11,3,14,8,16,64,"Ross Lyon","8/11/1966","Jake","Lever",12351,"5/03/1996",194,85,6,"Adelaide",7,2,12,0,0,0,2,1,2,0,3,0,1,0,11,9,1,0,6,0,0,87,0,"Luke Farmer","Brendan Hosking","Ben Ryan","",2016,4,30,98,92,35
"57",20377,2016,"6","2016-04-30",1340,"Adelaide Oval",47423,"Adelaide",2,4,5,5,9,10,14,13,97,"Don Pyke","5/12/1968","Fremantle",1,3,2,11,3,14,8,16,64,"Ross Lyon","8/11/1966","Tom","Lynch",11865,"15/09/1990",191,88,27,"Adelaide",11,7,8,2,0,0,1,0,6,3,4,1,1,0,9,11,0,1,1,0,1,88,0,"Luke Farmer","Brendan Hosking","Ben Ryan","",2016,4,30,107,15,153
"58",20378,2016,"6","2016-04-30",1340,"Adelaide Oval",47423,"Adelaide",2,4,5,5,9,10,14,13,97,"Don Pyke","5/12/1968","Fremantle",1,3,2,11,3,14,8,16,64,"Ross Lyon","8/11/1966","Jarryd","Lyons",12067,"22/07/1992",184,82,31,"Adelaide",9,2,10,1,0,1,4,1,1,5,3,1,0,0,10,9,0,0,2,0,0,73,0,"Luke Farmer","Brendan Hosking","Ben Ryan","",2016,4,30,99.25,47.3333333333333,129.5
"59",20379,2016,"6","2016-04-30",1340,"Adelaide Oval",47423,"Adelaide",2,4,5,5,9,10,14,13,97,"Don Pyke","5/12/1968","Fremantle",1,3,2,11,3,14,8,16,64,"Ross Lyon","8/11/1966","David","Mackay",11634,"25/07/1988",182,77,14,"Adelaide",13,2,9,0,2,0,5,0,1,2,0,1,0,0,8,15,0,0,2,1,1,83,0,"Luke Farmer","Brendan Hosking","Ben Ryan","",2016,4,30,102,28,71
"60",20380,2016,"6","2016-04-30",1340,"Adelaide Oval",47423,"Adelaide",2,4,5,5,9,10,14,13,97,"Don Pyke","5/12/1968","Fremantle",1,3,2,11,3,14,8,16,64,"Ross Lyon","8/11/1966","Mitch","McGovern",12404,"11/10/1994",191,88,41,"Adelaide",4,4,6,1,1,0,3,0,2,0,1,0,0,0,4,6,1,2,0,0,0,75,0,"Luke Farmer","Brendan Hosking","Ben Ryan","",2016,4,30,101,-4,39
"61",20381,2016,"6","2016-04-30",1340,"Adelaide Oval",47423,"Adelaide",2,4,5,5,9,10,14,13,97,"Don Pyke","5/12/1968","Fremantle",1,3,2,11,3,14,8,16,64,"Ross Lyon","8/11/1966","Paul","Seedsman",12035,"21/01/1992",190,85,11,"Adelaide",14,9,5,0,0,0,2,5,1,2,3,0,0,0,3,16,0,0,0,0,0,78,0,"Luke Farmer","Brendan Hosking","Ben Ryan","",2016,4,30,98,109,61
"62",20382,2016,"6","2016-04-30",1340,"Adelaide Oval",47423,"Adelaide",2,4,5,5,9,10,14,13,97,"Don Pyke","5/12/1968","Fremantle",1,3,2,11,3,14,8,16,64,"Ross Lyon","8/11/1966","Rory","Sloane",11792,"17/03/1990",183,83,9,"Adelaide",14,7,17,1,1,2,8,3,4,4,3,0,1,3,8,21,0,0,1,0,2,83,0,"Luke Farmer","Brendan Hosking","Ben Ryan","",2016,4,30,106.5,75.6666666666667,166
"63",20383,2016,"6","2016-04-30",1340,"Adelaide Oval",47423,"Adelaide",2,4,5,5,9,10,14,13,97,"Don Pyke","5/12/1968","Fremantle",1,3,2,11,3,14,8,16,64,"Ross Lyon","8/11/1966","Brodie","Smith",11891,"14/01/1992",190,86,33,"Adelaide",13,9,8,1,1,0,1,3,3,0,2,0,0,0,6,15,2,0,1,3,0,84,0,"Luke Farmer","Brendan Hosking","Ben Ryan","",2016,4,30,100,81,48
"64",20384,2016,"6","2016-04-30",1340,"Adelaide Oval",47423,"Adelaide",2,4,5,5,9,10,14,13,97,"Don Pyke","5/12/1968","Fremantle",1,3,2,11,3,14,8,16,64,"Ross Lyon","8/11/1966","Daniel","Talia",11989,"2/10/1991",197,99,12,"Adelaide",11,8,5,0,0,0,0,3,0,0,2,2,0,0,4,12,2,0,8,0,0,92,0,"Luke Farmer","Brendan Hosking","Ben Ryan","",2016,4,30,99,168,2
"65",20385,2016,"6","2016-04-30",1340,"Adelaide Oval",47423,"Adelaide",2,4,5,5,9,10,14,13,97,"Don Pyke","5/12/1968","Fremantle",1,3,2,11,3,14,8,16,64,"Ross Lyon","8/11/1966","Scott","Thompson",755,"14/03/1983",184,86,5,"Adelaide",13,2,17,0,0,0,3,0,3,5,2,0,2,0,8,24,0,0,1,0,0,88,0,"Luke Farmer","Brendan Hosking","Ben Ryan","",2016,4,30,98,10,152
"66",20386,2016,"6","2016-04-30",1340,"Adelaide Oval",47423,"Adelaide",2,4,5,5,9,10,14,13,97,"Don Pyke","5/12/1968","Fremantle",1,3,2,11,3,14,8,16,64,"Ross Lyon","8/11/1966","Taylor","Walker",11713,"25/04/1990",195,100,13,"Adelaide",6,6,4,0,0,0,1,0,4,0,2,0,0,0,4,7,1,0,1,0,0,83,0,"Luke Farmer","Brendan Hosking","Ben Ryan","",2016,4,30,101,18,63
"67",20409,2016,"8","2016-05-13",1920,"Adelaide Oval",53141,"Adelaide",2,1,5,1,11,3,11,6,72,"Don Pyke","5/12/1968","Geelong",3,8,5,13,9,17,13,20,98,"Chris Scott","3/05/1976","Rory","Atkins",12381,"12/07/1994",186,85,21,"Adelaide",13,4,9,1,0,0,0,2,3,5,3,1,0,0,8,14,0,0,1,0,0,73,0,"Matt Stevic","Chris Kamolins","Simon Meredith","",2016,5,13,76,58,146
"68",20410,2016,"8","2016-05-13",1920,"Adelaide Oval",53141,"Adelaide",2,1,5,1,11,3,11,6,72,"Don Pyke","5/12/1968","Geelong",3,8,5,13,9,17,13,20,98,"Chris Scott","3/05/1976","Eddie","Betts",4060,"26/11/1986",175,73,18,"Adelaide",7,2,8,2,2,0,5,1,0,2,2,2,1,0,10,2,1,2,1,0,0,87,0,"Matt Stevic","Chris Kamolins","Simon Meredith","",2016,5,13,75,28,56
"69",20411,2016,"8","2016-05-13",1920,"Adelaide Oval",53141,"Adelaide",2,1,5,1,11,3,11,6,72,"Don Pyke","5/12/1968","Geelong",3,8,5,13,9,17,13,20,98,"Chris Scott","3/05/1976","Luke","Brown",12106,"22/09/1992",183,81,16,"Adelaide",12,3,4,0,0,0,7,2,2,0,1,2,1,0,5,10,0,0,1,1,1,85,0,"Matt Stevic","Chris Kamolins","Simon Meredith","",2016,5,13,78,57,52
"70",20412,2016,"8","2016-05-13",1920,"Adelaide Oval",53141,"Adelaide",2,1,5,1,11,3,11,6,72,"Don Pyke","5/12/1968","Geelong",3,8,5,13,9,17,13,20,98,"Chris Scott","3/05/1976","Charlie","Cameron",12277,"5/07/1994",181,75,23,"Adelaide",13,5,5,1,0,0,4,2,5,2,2,0,0,0,12,7,1,0,3,1,1,80,0,"Matt Stevic","Chris Kamolins","Simon Meredith","",2016,5,13,80,81,127
"71",20413,2016,"8","2016-05-13",1920,"Adelaide Oval",53141,"Adelaide",2,1,5,1,11,3,11,6,72,"Don Pyke","5/12/1968","Geelong",3,8,5,13,9,17,13,20,98,"Chris Scott","3/05/1976","Kyle","Cheney",11721,"25/08/1989",187,90,25,"Adelaide",9,7,1,0,0,0,2,1,0,0,0,1,0,0,3,7,1,0,3,0,0,83,0,"Matt Stevic","Chris Kamolins","Simon Meredith","",2016,5,13,73,65,7
"72",20414,2016,"8","2016-05-13",1920,"Adelaide Oval",53141,"Adelaide",2,1,5,1,11,3,11,6,72,"Don Pyke","5/12/1968","Geelong",3,8,5,13,9,17,13,20,98,"Chris Scott","3/05/1976","Brad","Crouch",12156,"14/01/1994",185,87,2,"Adelaide",7,2,7,0,0,0,7,1,1,4,6,1,0,0,10,4,0,0,0,0,0,68,0,"Matt Stevic","Chris Kamolins","Simon Meredith","",2016,5,13,74,24,117
"73",20415,2016,"8","2016-05-13",1920,"Adelaide Oval",53141,"Adelaide",2,1,5,1,11,3,11,6,72,"Don Pyke","5/12/1968","Geelong",3,8,5,13,9,17,13,20,98,"Chris Scott","3/05/1976","Matt","Crouch",12258,"21/04/1995",183,82,44,"Adelaide",8,3,8,0,0,0,3,3,0,5,2,0,0,0,9,8,0,0,2,0,0,69,0,"Matt Stevic","Chris Kamolins","Simon Meredith","",2016,5,13,72,87,109
"74",20416,2016,"8","2016-05-13",1920,"Adelaide Oval",53141,"Adelaide",2,1,5,1,11,3,11,6,72,"Don Pyke","5/12/1968","Geelong",3,8,5,13,9,17,13,20,98,"Chris Scott","3/05/1976","Richard","Douglas",2381,"6/02/1987",181,80,26,"Adelaide",5,0,3,0,0,0,5,0,1,3,1,1,1,0,5,3,0,0,1,0,0,67,0,"Matt Stevic","Chris Kamolins","Simon Meredith","",2016,5,13,73,12,90
"75",20417,2016,"8","2016-05-13",1920,"Adelaide Oval",53141,"Adelaide",2,1,5,1,11,3,11,6,72,"Don Pyke","5/12/1968","Geelong",3,8,5,13,9,17,13,20,98,"Chris Scott","3/05/1976","Kyle","Hartigan",6623,"7/11/1991",195,98,15,"Adelaide",11,8,3,0,0,0,2,5,0,0,7,0,3,0,5,8,1,0,4,0,0,90,0,"Matt Stevic","Chris Kamolins","Simon Meredith","",2016,5,13,69,150,3
"76",20418,2016,"8","2016-05-13",1920,"Adelaide Oval",53141,"Adelaide",2,1,5,1,11,3,11,6,72,"Don Pyke","5/12/1968","Geelong",3,8,5,13,9,17,13,20,98,"Chris Scott","3/05/1976","Ricky","Henderson",11832,"11/09/1988",188,91,45,"Adelaide",20,11,5,0,1,0,2,6,2,1,3,0,0,0,3,20,0,0,4,1,0,87,0,"Matt Stevic","Chris Kamolins","Simon Meredith","",2016,5,13,74,179,56
"77",20419,2016,"8","2016-05-13",1920,"Adelaide Oval",53141,"Adelaide",2,1,5,1,11,3,11,6,72,"Don Pyke","5/12/1968","Geelong",3,8,5,13,9,17,13,20,98,"Chris Scott","3/05/1976","Sam","Jacobs",11708,"10/04/1988",202,102,24,"Adelaide",14,4,6,0,0,37,1,1,3,3,4,1,0,0,8,12,0,0,1,0,2,82,0,"Matt Stevic","Chris Kamolins","Simon Meredith","",2016,5,13,91.25,13.3333333333333,164.5
"78",20420,2016,"8","2016-05-13",1920,"Adelaide Oval",53141,"Adelaide",2,1,5,1,11,3,11,6,72,"Don Pyke","5/12/1968","Geelong",3,8,5,13,9,17,13,20,98,"Chris Scott","3/05/1976","Josh","Jenkins",12074,"8/02/1989",200,108,4,"Adelaide",9,3,1,2,0,4,2,0,2,1,2,1,1,0,7,4,1,1,1,0,1,89,0,"Matt Stevic","Chris Kamolins","Simon Meredith","",2016,5,13,79,8.33333333333333,62
"79",20421,2016,"8","2016-05-13",1920,"Adelaide Oval",53141,"Adelaide",2,1,5,1,11,3,11,6,72,"Don Pyke","5/12/1968","Geelong",3,8,5,13,9,17,13,20,98,"Chris Scott","3/05/1976","Jake","Lever",12351,"5/03/1996",194,85,6,"Adelaide",11,6,3,0,0,0,3,4,1,0,1,1,0,0,5,9,2,0,3,0,0,77,0,"Matt Stevic","Chris Kamolins","Simon Meredith","",2016,5,13,74,124,25
"80",20422,2016,"8","2016-05-13",1920,"Adelaide Oval",53141,"Adelaide",2,1,5,1,11,3,11,6,72,"Don Pyke","5/12/1968","Geelong",3,8,5,13,9,17,13,20,98,"Chris Scott","3/05/1976","Tom","Lynch",11865,"15/09/1990",191,88,27,"Adelaide",15,4,4,0,0,0,2,1,3,0,2,2,0,0,8,11,1,0,1,0,0,90,0,"Matt Stevic","Chris Kamolins","Simon Meredith","",2016,5,13,77,40,53
"81",20423,2016,"8","2016-05-13",1920,"Adelaide Oval",53141,"Adelaide",2,1,5,1,11,3,11,6,72,"Don Pyke","5/12/1968","Geelong",3,8,5,13,9,17,13,20,98,"Chris Scott","3/05/1976","Mitch","McGovern",12404,"11/10/1994",191,88,41,"Adelaide",6,3,5,2,0,0,3,0,2,0,2,2,0,0,6,7,0,1,0,0,0,74,0,"Matt Stevic","Chris Kamolins","Simon Meredith","",2016,5,13,77,3,41
"82",20424,2016,"8","2016-05-13",1920,"Adelaide Oval",53141,"Adelaide",2,1,5,1,11,3,11,6,72,"Don Pyke","5/12/1968","Geelong",3,8,5,13,9,17,13,20,98,"Chris Scott","3/05/1976","Wayne","Milera",12405,"14/09/1997",184,80,30,"Adelaide",6,2,3,0,1,0,2,0,3,0,1,1,0,0,4,5,0,0,2,0,1,71,0,"Matt Stevic","Chris Kamolins","Simon Meredith","",2016,5,13,79,28,52
"83",20425,2016,"8","2016-05-13",1920,"Adelaide Oval",53141,"Adelaide",2,1,5,1,11,3,11,6,72,"Don Pyke","5/12/1968","Geelong",3,8,5,13,9,17,13,20,98,"Chris Scott","3/05/1976","Paul","Seedsman",12035,"21/01/1992",190,85,11,"Adelaide",8,2,1,0,1,0,8,2,2,2,3,2,1,0,7,3,1,1,0,0,0,86,0,"Matt Stevic","Chris Kamolins","Simon Meredith","",2016,5,13,76,40,95
"84",20426,2016,"8","2016-05-13",1920,"Adelaide Oval",53141,"Adelaide",2,1,5,1,11,3,11,6,72,"Don Pyke","5/12/1968","Geelong",3,8,5,13,9,17,13,20,98,"Chris Scott","3/05/1976","Rory","Sloane",11792,"17/03/1990",183,83,9,"Adelaide",15,6,13,1,0,2,11,0,7,9,3,6,0,2,17,11,1,2,4,0,0,82,0,"Matt Stevic","Chris Kamolins","Simon Meredith","",2016,5,13,87.5,56.6666666666667,327
"85",20427,2016,"8","2016-05-13",1920,"Adelaide Oval",53141,"Adelaide",2,1,5,1,11,3,11,6,72,"Don Pyke","5/12/1968","Geelong",3,8,5,13,9,17,13,20,98,"Chris Scott","3/05/1976","Brodie","Smith",11891,"14/01/1992",190,86,33,"Adelaide",5,2,1,0,0,0,3,4,0,0,2,0,1,0,0,6,0,0,2,0,0,89,0,"Matt Stevic","Chris Kamolins","Simon Meredith","",2016,5,13,71,104,8
"86",20428,2016,"8","2016-05-13",1920,"Adelaide Oval",53141,"Adelaide",2,1,5,1,11,3,11,6,72,"Don Pyke","5/12/1968","Geelong",3,8,5,13,9,17,13,20,98,"Chris Scott","3/05/1976","Daniel","Talia",11989,"2/10/1991",197,99,12,"Adelaide",8,6,4,0,0,0,1,4,0,0,0,0,0,0,3,7,0,0,10,0,0,97,0,"Matt Stevic","Chris Kamolins","Simon Meredith","",2016,5,13,72,206,3
"87",20429,2016,"8","2016-05-13",1920,"Adelaide Oval",53141,"Adelaide",2,1,5,1,11,3,11,6,72,"Don Pyke","5/12/1968","Geelong",3,8,5,13,9,17,13,20,98,"Chris Scott","3/05/1976","Scott","Thompson",755,"14/03/1983",184,86,5,"Adelaide",10,3,10,0,0,0,5,1,4,3,4,1,1,0,12,6,0,0,1,0,0,84,0,"Matt Stevic","Chris Kamolins","Simon Meredith","",2016,5,13,76,35,135
"88",20430,2016,"8","2016-05-13",1920,"Adelaide Oval",53141,"Adelaide",2,1,5,1,11,3,11,6,72,"Don Pyke","5/12/1968","Geelong",3,8,5,13,9,17,13,20,98,"Chris Scott","3/05/1976","Taylor","Walker",11713,"25/04/1990",195,100,13,"Adelaide",8,7,2,2,0,0,2,0,3,0,7,1,4,0,9,2,5,1,2,0,0,92,0,"Matt Stevic","Chris Kamolins","Simon Meredith","",2016,5,13,73,21,48
"89",20453,2016,"10","2016-05-28",1910,"Adelaide Oval",46737,"Adelaide",4,6,6,11,14,13,15,17,107,"Don Pyke","5/12/1968","Greater Western Sydney",2,1,7,3,8,3,13,7,85,"Leon Cameron","2/09/1972","Rory","Atkins",12381,"12/07/1994",186,85,21,"Adelaide",19,8,9,0,1,2,0,4,7,0,3,0,0,0,7,20,0,0,1,2,0,81,0,"Justin Schmitt","Ray Chamberlain","Brent Wallace","",2016,5,28,114.5,98.6666666666667,108
"90",20454,2016,"10","2016-05-28",1910,"Adelaide Oval",46737,"Adelaide",4,6,6,11,14,13,15,17,107,"Don Pyke","5/12/1968","Greater Western Sydney",2,1,7,3,8,3,13,7,85,"Leon Cameron","2/09/1972","Eddie","Betts",4060,"26/11/1986",175,73,18,"Adelaide",15,3,0,5,2,0,3,0,4,3,2,3,1,2,9,6,1,2,0,0,0,79,0,"Justin Schmitt","Ray Chamberlain","Brent Wallace","",2016,5,28,115,-1,131
"91",20455,2016,"10","2016-05-28",1910,"Adelaide Oval",46737,"Adelaide",4,6,6,11,14,13,15,17,107,"Don Pyke","5/12/1968","Greater Western Sydney",2,1,7,3,8,3,13,7,85,"Leon Cameron","2/09/1972","Luke","Brown",12106,"22/09/1992",183,81,16,"Adelaide",15,6,4,0,1,0,1,3,4,0,1,0,0,0,2,15,0,0,1,0,1,80,0,"Justin Schmitt","Ray Chamberlain","Brent Wallace","",2016,5,28,114,78,63
"92",20456,2016,"10","2016-05-28",1910,"Adelaide Oval",46737,"Adelaide",4,6,6,11,14,13,15,17,107,"Don Pyke","5/12/1968","Greater Western Sydney",2,1,7,3,8,3,13,7,85,"Leon Cameron","2/09/1972","Charlie","Cameron",12277,"5/07/1994",181,75,23,"Adelaide",14,4,5,0,1,0,2,1,5,5,1,0,0,0,8,11,1,2,0,4,1,85,0,"Justin Schmitt","Ray Chamberlain","Brent Wallace","",2016,5,28,117,16,181
"93",20457,2016,"10","2016-05-28",1910,"Adelaide Oval",46737,"Adelaide",4,6,6,11,14,13,15,17,107,"Don Pyke","5/12/1968","Greater Western Sydney",2,1,7,3,8,3,13,7,85,"Leon Cameron","2/09/1972","Kyle","Cheney",11721,"25/08/1989",187,90,25,"Adelaide",9,6,5,0,0,0,3,2,1,1,2,1,1,0,4,10,0,0,8,0,0,93,0,"Justin Schmitt","Ray Chamberlain","Brent Wallace","",2016,5,28,108,142,44
"94",20458,2016,"10","2016-05-28",1910,"Adelaide Oval",46737,"Adelaide",4,6,6,11,14,13,15,17,107,"Don Pyke","5/12/1968","Greater Western Sydney",2,1,7,3,8,3,13,7,85,"Leon Cameron","2/09/1972","Richard","Douglas",2381,"6/02/1987",181,80,26,"Adelaide",14,0,6,0,1,0,7,0,2,7,3,3,0,0,12,7,0,0,0,0,0,79,0,"Justin Schmitt","Ray Chamberlain","Brent Wallace","",2016,5,28,112,6,194
"95",20459,2016,"10","2016-05-28",1910,"Adelaide Oval",46737,"Adelaide",4,6,6,11,14,13,15,17,107,"Don Pyke","5/12/1968","Greater Western Sydney",2,1,7,3,8,3,13,7,85,"Leon Cameron","2/09/1972","Kyle","Hartigan",6623,"7/11/1991",195,98,15,"Adelaide",9,6,5,0,0,0,2,3,1,0,2,0,0,0,4,8,1,0,6,0,0,86,0,"Justin Schmitt","Ray Chamberlain","Brent Wallace","",2016,5,28,108,138,21
"96",20460,2016,"10","2016-05-28",1910,"Adelaide Oval",46737,"Adelaide",4,6,6,11,14,13,15,17,107,"Don Pyke","5/12/1968","Greater Western Sydney",2,1,7,3,8,3,13,7,85,"Leon Cameron","2/09/1972","Ricky","Henderson",11832,"11/09/1988",188,91,45,"Adelaide",7,4,6,0,0,0,4,0,3,0,4,1,2,0,5,9,0,0,0,0,1,77,0,"Justin Schmitt","Ray Chamberlain","Brent Wallace","",2016,5,28,112,2,56
"97",20461,2016,"10","2016-05-28",1910,"Adelaide Oval",46737,"Adelaide",4,6,6,11,14,13,15,17,107,"Don Pyke","5/12/1968","Greater Western Sydney",2,1,7,3,8,3,13,7,85,"Leon Cameron","2/09/1972","Sam","Jacobs",11708,"10/04/1988",202,102,24,"Adelaide",5,0,4,0,0,27,4,0,3,0,1,0,0,0,2,8,0,0,3,0,0,81,0,"Justin Schmitt","Ray Chamberlain","Brent Wallace","",2016,5,28,116.75,18,97.5
"98",20462,2016,"10","2016-05-28",1910,"Adelaide Oval",46737,"Adelaide",4,6,6,11,14,13,15,17,107,"Don Pyke","5/12/1968","Greater Western Sydney",2,1,7,3,8,3,13,7,85,"Leon Cameron","2/09/1972","Josh","Jenkins",12074,"8/02/1989",200,108,4,"Adelaide",7,5,8,1,0,2,0,0,6,0,1,2,1,0,13,3,4,1,1,0,3,88,0,"Justin Schmitt","Ray Chamberlain","Brent Wallace","",2016,5,28,124.5,13.6666666666667,94
"99",20463,2016,"10","2016-05-28",1910,"Adelaide Oval",46737,"Adelaide",4,6,6,11,14,13,15,17,107,"Don Pyke","5/12/1968","Greater Western Sydney",2,1,7,3,8,3,13,7,85,"Leon Cameron","2/09/1972","Jake","Lever",12351,"5/03/1996",194,85,6,"Adelaide",14,9,5,0,0,0,0,4,1,0,7,2,4,0,6,14,0,0,2,0,0,92,0,"Justin Schmitt","Ray Chamberlain","Brent Wallace","",2016,5,28,106,109,13
"100",20464,2016,"10","2016-05-28",1910,"Adelaide Oval",46737,"Adelaide",4,6,6,11,14,13,15,17,107,"Don Pyke","5/12/1968","Greater Western Sydney",2,1,7,3,8,3,13,7,85,"Leon Cameron","2/09/1972","Tom","Lynch",11865,"15/09/1990",191,88,27,"Adelaide",8,7,11,0,3,0,1,0,2,2,2,1,0,0,9,10,1,3,0,0,0,94,0,"Justin Schmitt","Ray Chamberlain","Brent Wallace","",2016,5,28,113,-3,74
"101",20465,2016,"10","2016-05-28",1910,"Adelaide Oval",46737,"Adelaide",4,6,6,11,14,13,15,17,107,"Don Pyke","5/12/1968","Greater Western Sydney",2,1,7,3,8,3,13,7,85,"Leon Cameron","2/09/1972","Jarryd","Lyons",12067,"22/07/1992",184,82,31,"Adelaide",15,6,5,1,0,0,2,0,4,6,2,0,0,0,10,10,0,1,0,0,1,64,0,"Justin Schmitt","Ray Chamberlain","Brent Wallace","",2016,5,28,115,2,186
"102",20466,2016,"10","2016-05-28",1910,"Adelaide Oval",46737,"Adelaide",4,6,6,11,14,13,15,17,107,"Don Pyke","5/12/1968","Greater Western Sydney",2,1,7,3,8,3,13,7,85,"Leon Cameron","2/09/1972","Mitch","McGovern",12404,"11/10/1994",191,88,41,"Adelaide",7,3,4,1,1,0,5,0,3,1,0,2,0,0,6,5,0,2,1,0,1,85,0,"Justin Schmitt","Ray Chamberlain","Brent Wallace","",2016,5,28,117,11,82
"103",20467,2016,"10","2016-05-28",1910,"Adelaide Oval",46737,"Adelaide",4,6,6,11,14,13,15,17,107,"Don Pyke","5/12/1968","Greater Western Sydney",2,1,7,3,8,3,13,7,85,"Leon Cameron","2/09/1972","Wayne","Milera",12405,"14/09/1997",184,80,30,"Adelaide",5,1,3,1,1,0,1,1,0,1,2,0,2,0,3,5,0,0,1,0,0,68,0,"Justin Schmitt","Ray Chamberlain","Brent Wallace","",2016,5,28,105,29,21
"104",20468,2016,"10","2016-05-28",1910,"Adelaide Oval",46737,"Adelaide",4,6,6,11,14,13,15,17,107,"Don Pyke","5/12/1968","Greater Western Sydney",2,1,7,3,8,3,13,7,85,"Leon Cameron","2/09/1972","Paul","Seedsman",12035,"21/01/1992",190,85,11,"Adelaide",14,3,4,0,1,0,1,2,4,1,3,0,0,0,4,14,0,0,1,1,0,80,0,"Justin Schmitt","Ray Chamberlain","Brent Wallace","",2016,5,28,111,55,83
"105",20469,2016,"10","2016-05-28",1910,"Adelaide Oval",46737,"Adelaide",4,6,6,11,14,13,15,17,107,"Don Pyke","5/12/1968","Greater Western Sydney",2,1,7,3,8,3,13,7,85,"Leon Cameron","2/09/1972","Rory","Sloane",11792,"17/03/1990",183,83,9,"Adelaide",6,2,11,1,0,0,8,0,1,3,2,3,2,0,13,3,1,1,1,0,0,76,0,"Justin Schmitt","Ray Chamberlain","Brent Wallace","",2016,5,28,110,12,100
"106",20470,2016,"10","2016-05-28",1910,"Adelaide Oval",46737,"Adelaide",4,6,6,11,14,13,15,17,107,"Don Pyke","5/12/1968","Greater Western Sydney",2,1,7,3,8,3,13,7,85,"Leon Cameron","2/09/1972","Brodie","Smith",11891,"14/01/1992",190,86,33,"Adelaide",18,8,8,0,0,0,2,9,8,3,2,0,0,0,10,14,2,0,4,2,1,85,0,"Justin Schmitt","Ray Chamberlain","Brent Wallace","",2016,5,28,118,236,186
"107",20471,2016,"10","2016-05-28",1910,"Adelaide Oval",46737,"Adelaide",4,6,6,11,14,13,15,17,107,"Don Pyke","5/12/1968","Greater Western Sydney",2,1,7,3,8,3,13,7,85,"Leon Cameron","2/09/1972","Daniel","Talia",11989,"2/10/1991",197,99,12,"Adelaide",14,7,6,0,0,0,1,4,0,1,1,3,1,0,7,13,2,0,9,0,0,91,0,"Justin Schmitt","Ray Chamberlain","Brent Wallace","",2016,5,28,109,199,25
"108",20472,2016,"10","2016-05-28",1910,"Adelaide Oval",46737,"Adelaide",4,6,6,11,14,13,15,17,107,"Don Pyke","5/12/1968","Greater Western Sydney",2,1,7,3,8,3,13,7,85,"Leon Cameron","2/09/1972","Scott","Thompson",755,"14/03/1983",184,86,5,"Adelaide",8,3,14,0,0,0,5,0,2,4,3,1,2,0,14,6,0,0,0,0,1,72,0,"Justin Schmitt","Ray Chamberlain","Brent Wallace","",2016,5,28,111,1,124
"109",20473,2016,"10","2016-05-28",1910,"Adelaide Oval",46737,"Adelaide",4,6,6,11,14,13,15,17,107,"Don Pyke","5/12/1968","Greater Western Sydney",2,1,7,3,8,3,13,7,85,"Leon Cameron","2/09/1972","Nathan","van Berlo",4075,"6/06/1986",184,83,7,"Adelaide",3,1,3,0,0,0,3,2,0,0,2,0,2,0,3,4,0,0,4,1,0,77,0,"Justin Schmitt","Ray Chamberlain","Brent Wallace","",2016,5,28,105,85,7
"110",20474,2016,"10","2016-05-28",1910,"Adelaide Oval",46737,"Adelaide",4,6,6,11,14,13,15,17,107,"Don Pyke","5/12/1968","Greater Western Sydney",2,1,7,3,8,3,13,7,85,"Leon Cameron","2/09/1972","Taylor","Walker",11713,"25/04/1990",195,100,13,"Adelaide",15,10,3,5,3,0,1,0,1,0,2,1,1,3,4,14,0,6,1,0,1,88,0,"Justin Schmitt","Ray Chamberlain","Brent Wallace","",2016,5,28,117,-2,18
"111",20475,2016,"11","2016-06-05",1610,"Adelaide Oval",40896,"Adelaide",6,5,11,11,16,14,19,19,133,"Don Pyke","5/12/1968","St Kilda",1,2,4,2,5,5,6,9,45,"Alan Richardson","17/05/1965","Rory","Atkins",12381,"12/07/1994",186,85,21,"Adelaide",13,8,6,0,0,1,0,1,5,1,1,1,0,0,6,13,0,1,0,1,2,78,0,"Curtis Deboy","Craig Fleer","Jacob Mollison","",2016,6,5,146.25,25.3333333333333,97.5
"112",20476,2016,"11","2016-06-05",1610,"Adelaide Oval",40896,"Adelaide",6,5,11,11,16,14,19,19,133,"Don Pyke","5/12/1968","St Kilda",1,2,4,2,5,5,6,9,45,"Alan Richardson","17/05/1965","Eddie","Betts",4060,"26/11/1986",175,73,18,"Adelaide",6,1,5,1,2,0,3,0,2,2,4,1,3,0,5,5,1,1,1,0,2,84,0,"Curtis Deboy","Craig Fleer","Jacob Mollison","",2016,6,5,140,5,77
