,Name,ID,Playing.for,joiner
446,Jack Ryan,2474,St Kilda,Jack Ryan St Kilda
447,Jimmy Smith,4648,St Kilda,Jimmy Smith St Kilda
448,George Spilcker,4649,St Kilda,George Spilcker St Kilda
449,Gerry Williams,4652,St Kilda,Gerry Williams St Kilda
450,Dick McCabe,4361,St Kilda,Dick McCabe St Kilda
451,Charles Raff,4646,St Kilda,Charles Raff St Kilda
452,George Sparrow,4557,St Kilda,George Sparrow St Kilda
453,Harry Bond,4634,St Kilda,Harry Bond St Kilda
454,Harold Brown,4311,St Kilda,Harold Brown St Kilda
455,Bill Blackwood,4282,St Kilda,Bill Blackwood St Kilda
456,Dick Robertson,4501,St Kilda,Dick Robertson St Kilda
457,Jim Park,4334,St Kilda,Jim Park St Kilda
458,Michael Dalton,4635,St Kilda,Michael Dalton St Kilda
459,Jim Farnan,4636,St Kilda,Jim Farnan St Kilda
460,Gus Hefter,4639,St Kilda,Gus Hefter St Kilda
461,Ernie Glenister,4637,St Kilda,Ernie Glenister St Kilda
462,Andy Allan,4633,St Kilda,Andy Allan St Kilda
463,Ernie Greeves,4638,St Kilda,Ernie Greeves St Kilda
464,Jack White,4651,St Kilda,Jack White St Kilda
465,Herb Kennedy,4641,St Kilda,Herb Kennedy St Kilda
466,Jim Opie,4645,St Kilda,Jim Opie St Kilda
467,Ralph Robertson,4647,St Kilda,Ralph Robertson St Kilda
468,Alec Wallace,4650,St Kilda,Alec Wallace St Kilda
469,Bill Wishart,4653,St Kilda,Bill Wishart St Kilda
470,Alex Young,4654,St Kilda,Alex Young St Kilda
471,Wal Heron,4640,St Kilda,Wal Heron St Kilda
472,Dave Adamson,4280,Sydney,Dave Adamson Sydney
473,Jack Adamson,4281,Sydney,Jack Adamson Sydney
474,Bill Blackwood,4282,Sydney,Bill Blackwood Sydney
475,Allen Burns,4283,Sydney,Allen Burns Sydney
476,Jack Deas,4285,Sydney,Jack Deas Sydney
477,Bill Fraser,4288,Sydney,Bill Fraser Sydney
478,Dick Gibson,4289,Sydney,Dick Gibson Sydney
479,Tom Gilligan,4290,Sydney,Tom Gilligan Sydney
480,Bert Howson,4291,Sydney,Bert Howson Sydney
481,Charlie McCartney,4293,Sydney,Charlie McCartney Sydney
482,Dinny McKay,4294,Sydney,Dinny McKay Sydney
483,Michael OGorman,4295,Sydney,Michael OGorman Sydney
484,Jim OHara,4297,Sydney,Jim OHara Sydney
485,Mick Pleass,4298,Sydney,Mick Pleass Sydney
486,Harry Purdy,4299,Sydney,Harry Purdy Sydney
487,Fred Sigmont,4300,Sydney,Fred Sigmont Sydney
488,Jack Southern,4301,Sydney,Jack Southern Sydney
489,Archie Swannie,4302,Sydney,Archie Swannie Sydney
490,Fred Waugh,4305,Sydney,Fred Waugh Sydney
491,Bill Windley,4307,Sydney,Bill Windley Sydney
492,Frank OHara,4296,Sydney,Frank OHara Sydney
493,Alb Thomas,4303,Sydney,Alb Thomas Sydney
494,Eddie Toms,4304,Sydney,Eddie Toms Sydney
495,George Williamson,4306,Sydney,George Williamson Sydney
496,Dick Doran,4286,Sydney,Dick Doran Sydney
497,Horrie Lyons,4292,Sydney,Horrie Lyons Sydney
498,Jack Fleming,4287,Sydney,Jack Fleming Sydney
499,George Davidson,4284,Sydney,George Davidson Sydney
500,Eddie Brown,4539,Sydney,Eddie Brown Sydney
501,Charlie Colgan,4541,Sydney,Charlie Colgan Sydney
502,George Cornelius,4542,Sydney,George Cornelius Sydney
503,Johnny Davis,4543,Sydney,Johnny Davis Sydney
504,Henri Jeanneret,4545,Sydney,Henri Jeanneret Sydney
505,Billy Kenny,4547,Sydney,Billy Kenny Sydney
506,George Sparrow,4557,Sydney,George Sparrow Sydney
507,Albert Trim,4560,Sydney,Albert Trim Sydney
508,Jim Jolly,4546,Sydney,Jim Jolly Sydney
509,Artie Machin,4548,Sydney,Artie Machin Sydney
510,Jason Ralph,4554,Sydney,Jason Ralph Sydney
511,John McDermott,4550,Sydney,John McDermott Sydney
512,Bob ODonnell,4552,Sydney,Bob ODonnell Sydney
513,Joe Strong,4558,Sydney,Joe Strong Sydney
514,Arch McNair,4551,Sydney,Arch McNair Sydney
515,Tom Smith,4556,Sydney,Tom Smith Sydney
516,Val Robertson,4555,Sydney,Val Robertson Sydney
517,Harry Gardner,4544,Sydney,Harry Gardner Sydney
518,George Taylor,4559,Sydney,George Taylor Sydney
519,Joe Chandler,4540,Sydney,Joe Chandler Sydney
520,Jim McArthur,4549,Sydney,Jim McArthur Sydney
521,Jack OHara,4553,Sydney,Jack OHara Sydney
522,Warwick Armstrong,4538,Sydney,Warwick Armstrong Sydney
523,Jack Cockbill,4657,Sydney,Jack Cockbill Sydney
524,Joe Garbutt,4660,Sydney,Joe Garbutt Sydney
525,Charlie Goding,4206,Sydney,Charlie Goding Sydney
526,Harry Lampe,4666,Sydney,Harry Lampe Sydney
527,Arthur Nickless,4668,Sydney,Arthur Nickless Sydney
528,Jack Incoll,4664,Sydney,Jack Incoll Sydney
529,Jimmy Paterson,4669,Sydney,Jimmy Paterson Sydney
530,Dave Hutchison,4663,Sydney,Dave Hutchison Sydney
531,Frank Arnold,4655,Sydney,Frank Arnold Sydney
532,Jim Cullen,4658,Sydney,Jim Cullen Sydney
533,Artie Henley,4661,Sydney,Artie Henley Sydney
534,Bernie Fritsch,4659,Sydney,Bernie Fritsch Sydney
535,Charlie James,4665,Sydney,Charlie James Sydney
536,Henry Howson,4662,Sydney,Henry Howson Sydney
537,Joe Lowrey,4667,Sydney,Joe Lowrey Sydney
538,Bob Bryce,4656,Sydney,Bob Bryce Sydney
539,Grantley Fielke,1316,Adelaide,Grantley Fielke Adelaide
540,Darel Hart,11504,Adelaide,Darel Hart Adelaide
541,Eddie Hocking,11505,Adelaide,Eddie Hocking Adelaide
542,Rod Jameson,3,Adelaide,Rod Jameson Adelaide
543,Andrew Jarman,8,Adelaide,Andrew Jarman Adelaide
544,John Klug,11507,Adelaide,John Klug Adelaide
545,Scott Lee,1,Adelaide,Scott Lee Adelaide
546,Bruce Lindner,1921,Adelaide,Bruce Lindner Adelaide
547,Bruce Lindsay,11509,Adelaide,Bruce Lindsay Adelaide
548,David Marshall,3990,Adelaide,David Marshall Adelaide
549,Rodney Maynard,26,Adelaide,Rodney Maynard Adelaide
550,Chris McDermott,17,Adelaide,Chris McDermott Adelaide
551,Tony McGuinness,18,Adelaide,Tony McGuinness Adelaide
552,Peter McIntyre,11510,Adelaide,Peter McIntyre Adelaide
553,Romano Negri,1289,Adelaide,Romano Negri Adelaide
554,Nigel Smart,5,Adelaide,Nigel Smart Adelaide
555,Darren Smith,11512,Adelaide,Darren Smith Adelaide
556,Robert Thompson,3785,Adelaide,Robert Thompson Adelaide
557,Simon Tregenza,9,Adelaide,Simon Tregenza Adelaide
558,Tom Warhurst,11513,Adelaide,Tom Warhurst Adelaide
559,Allan Bartlett,11503,Adelaide,Allan Bartlett Adelaide
560,Scott Hodges,42,Adelaide,Scott Hodges Adelaide
561,Michael Murphy,3993,Adelaide,Michael Murphy Adelaide
562,Bruce Abernethy,1475,Adelaide,Bruce Abernethy Adelaide
563,Danny Hughes,1394,Adelaide,Danny Hughes Adelaide
564,Stephen Rowe,31,Adelaide,Stephen Rowe Adelaide
565,Mark Bickley,12,Adelaide,Mark Bickley Adelaide
566,Mark Mickan,1308,Adelaide,Mark Mickan Adelaide
567,Clayton Lamb,11508,Adelaide,Clayton Lamb Adelaide
568,Matthew Liptak,29,Adelaide,Matthew Liptak Adelaide
569,David Brown,15,Adelaide,David Brown Adelaide
570,Sean Tasker,32,Adelaide,Sean Tasker Adelaide
571,Matthew Kelly,11506,Adelaide,Matthew Kelly Adelaide
572,Wayne Weidemann,28,Adelaide,Wayne Weidemann Adelaide
573,Shaun Rehn,16,Adelaide,Shaun Rehn Adelaide
574,Andrew Payze,11511,Adelaide,Andrew Payze Adelaide
575,Paul Patterson,3991,Adelaide,Paul Patterson Adelaide
576,Ben Hart,22,Adelaide,Ben Hart Adelaide
577,Anthony Ingerson,25,Adelaide,Anthony Ingerson Adelaide
578,Randall Bone,647,Adelaide,Randall Bone Adelaide
579,Tony Modra,14,Adelaide,Tony Modra Adelaide
580,Jonathan Ross,40,Adelaide,Jonathan Ross Adelaide
581,Steven Schwerdt,1223,Adelaide,Steven Schwerdt Adelaide
582,Brenton Sanderson,562,Adelaide,Brenton Sanderson Adelaide
583,Adam Saliba,11533,Adelaide,Adam Saliba Adelaide
584,David Pittman,20,Adelaide,David Pittman Adelaide
585,Paul Rouvray,1176,Adelaide,Paul Rouvray Adelaide
586,Greg Anderson,24,Adelaide,Greg Anderson Adelaide
587,Chris Groom,487,Adelaide,Chris Groom Adelaide
588,Matthew Robran,23,Adelaide,Matthew Robran Adelaide
589,Mark Ricciuto,4,Adelaide,Mark Ricciuto Adelaide
590,Mark Viska,27,Adelaide,Mark Viska Adelaide
591,Matthew Powell,21,Adelaide,Matthew Powell Adelaide
592,Stuart Wigney,862,Adelaide,Stuart Wigney Adelaide
593,Tony Hall,13,Adelaide,Tony Hall Adelaide
594,Brett Chalmers,2,Adelaide,Brett Chalmers Adelaide
595,Shane Tongerie,1233,Adelaide,Shane Tongerie Adelaide
596,Sean Wellman,10,Adelaide,Sean Wellman Adelaide
597,Peter Turner,172,Adelaide,Peter Turner Adelaide
598,Joshua Mail,1239,Adelaide,Joshua Mail Adelaide
599,Matthew Kluzek,7,Adelaide,Matthew Kluzek Adelaide
600,Martin McKinnon,6,Adelaide,Martin McKinnon Adelaide
601,Nick Pesch,33,Adelaide,Nick Pesch Adelaide
602,Matthew Connell,19,Adelaide,Matthew Connell Adelaide
603,Jason McCartney,11,Adelaide,Jason McCartney Adelaide
604,Andrew McLeod,30,Adelaide,Andrew McLeod Adelaide
605,Tyson Edwards,34,Adelaide,Tyson Edwards Adelaide
606,Troy Bond,37,Adelaide,Troy Bond Adelaide
607,Peter Caven,38,Adelaide,Peter Caven Adelaide
608,Shane Ellen,35,Adelaide,Shane Ellen Adelaide
609,Darren Jarman,36,Adelaide,Darren Jarman Adelaide
610,Kym Koster,39,Adelaide,Kym Koster Adelaide
611,Matthew Collins,41,Adelaide,Matthew Collins Adelaide
612,Kane Johnson,43,Adelaide,Kane Johnson Adelaide
613,Peter Vardy,44,Adelaide,Peter Vardy Adelaide
614,Ashley Fernee,45,Adelaide,Ashley Fernee Adelaide
615,Simon Goodwin,51,Adelaide,Simon Goodwin Adelaide
616,Brett James,46,Adelaide,Brett James Adelaide
617,Aaron Keating,50,Adelaide,Aaron Keating Adelaide
618,Chad Rintoul,48,Adelaide,Chad Rintoul Adelaide
619,Barry Standfield,47,Adelaide,Barry Standfield Adelaide
620,Brent Williams,49,Adelaide,Brent Williams Adelaide
621,Tim Cook,52,Adelaide,Tim Cook Adelaide
622,Trent Ormond-Allen,57,Adelaide,Trent Ormond-Allen Adelaide
623,Tom Gilligan,54,Adelaide,Tom Gilligan Adelaide
624,Clay Sampson,55,Adelaide,Clay Sampson Adelaide
625,Nathan Bassett,56,Adelaide,Nathan Bassett Adelaide
626,Lance Picioane,58,Adelaide,Lance Picioane Adelaide
627,Mark Stevens,59,Adelaide,Mark Stevens Adelaide
628,James Thiessen,60,Adelaide,James Thiessen Adelaide
629,Andrew Eccles,61,Adelaide,Andrew Eccles Adelaide
630,Ian Downsborough,62,Adelaide,Ian Downsborough Adelaide
631,Sudjai Cook,63,Adelaide,Sudjai Cook Adelaide
632,Ian Perrie,64,Adelaide,Ian Perrie Adelaide
633,Ben Marsh,65,Adelaide,Ben Marsh Adelaide
634,Linden Stevens,66,Adelaide,Linden Stevens Adelaide
635,Brodie Atkinson,67,Adelaide,Brodie Atkinson Adelaide
636,Brett Burton,68,Adelaide,Brett Burton Adelaide
637,David Gallagher,69,Adelaide,David Gallagher Adelaide
638,Lucas Herbert,70,Adelaide,Lucas Herbert Adelaide
639,Bryan Beinke,71,Adelaide,Bryan Beinke Adelaide
640,Darryl Wintle,74,Adelaide,Darryl Wintle Adelaide
641,Matthew Golding,72,Adelaide,Matthew Golding Adelaide
642,Tyson Stenglein,75,Adelaide,Tyson Stenglein Adelaide
643,Dean Howard,76,Adelaide,Dean Howard Adelaide
644,Ken McGregor,73,Adelaide,Ken McGregor Adelaide
645,James Byrne,77,Adelaide,James Byrne Adelaide
646,Matthew Clarke,78,Adelaide,Matthew Clarke Adelaide
647,Andrew Crowell,79,Adelaide,Andrew Crowell Adelaide
648,Scott Welsh,80,Adelaide,Scott Welsh Adelaide
649,Justin Cicolella,81,Adelaide,Justin Cicolella Adelaide
650,Robert Shirley,82,Adelaide,Robert Shirley Adelaide
651,Rhett Biglands,83,Adelaide,Rhett Biglands Adelaide
652,Ricky OLoughlin,84,Adelaide,Ricky OLoughlin Adelaide
653,Michael Doughty,85,Adelaide,Michael Doughty Adelaide
654,Evan Hewitt,86,Adelaide,Evan Hewitt Adelaide
655,Chris Ladhams,87,Adelaide,Chris Ladhams Adelaide
656,Matthew Shir,88,Adelaide,Matthew Shir Adelaide
657,Hayden Skipworth,89,Adelaide,Hayden Skipworth Adelaide
658,Matthew Bode,90,Adelaide,Matthew Bode Adelaide
659,Stuart Bown,91,Adelaide,Stuart Bown Adelaide
660,Adam Richardson,92,Adelaide,Adam Richardson Adelaide
661,James Gallagher,93,Adelaide,James Gallagher Adelaide
662,Ryan Fitzgerald,1021,Adelaide,Ryan Fitzgerald Adelaide
663,Graham Johncock,1115,Adelaide,Graham Johncock Adelaide
664,Ben Nelson,176,Adelaide,Ben Nelson Adelaide
665,Daniel Schell,547,Adelaide,Daniel Schell Adelaide
666,Kris Massie,187,Adelaide,Kris Massie Adelaide
667,Martin Mattner,1191,Adelaide,Martin Mattner Adelaide
668,Brent Reilly,1204,Adelaide,Brent Reilly Adelaide
669,Wayne Carey,766,Adelaide,Wayne Carey Adelaide
670,Jason Torney,883,Adelaide,Jason Torney Adelaide
671,Trent Hentschel,1434,Adelaide,Trent Hentschel Adelaide
672,Ronnie Burns,585,Adelaide,Ronnie Burns Adelaide
673,James Begley,965,Adelaide,James Begley Adelaide
674,Ben Rutten,2305,Adelaide,Ben Rutten Adelaide
675,Jacob Schuback,2448,Adelaide,Jacob Schuback Adelaide
676,Scott Stevens,1112,Adelaide,Scott Stevens Adelaide
677,Ben Hudson,3956,Adelaide,Ben Hudson Adelaide
678,Luke Jericho,3961,Adelaide,Luke Jericho Adelaide
679,Nathan Bock,3968,Adelaide,Nathan Bock Adelaide
680,Fergus Watts,4038,Adelaide,Fergus Watts Adelaide
681,Scott Thompson,755,Adelaide,Scott Thompson Adelaide
682,Nathan van Berlo,4075,Adelaide,Nathan van Berlo Adelaide
683,Chris Knights,4125,Adelaide,Chris Knights Adelaide
684,Bernie Vince,4151,Adelaide,Bernie Vince Adelaide
685,Jason Porplyzia,4158,Adelaide,Jason Porplyzia Adelaide
686,Ivan Maric,4165,Adelaide,Ivan Maric Adelaide
687,Richard Douglas,2381,Adelaide,Richard Douglas Adelaide
688,Jonathon Griffin,11534,Adelaide,Jonathon Griffin Adelaide
689,John Hinge,11564,Adelaide,John Hinge Adelaide
690,Bryce Campbell,11606,Adelaide,Bryce Campbell Adelaide
691,Nick Gill,11607,Adelaide,Nick Gill Adelaide
692,John Meesen,11618,Adelaide,John Meesen Adelaide
693,David Mackay,11634,Adelaide,David Mackay Adelaide
694,Brad Symes,3978,Adelaide,Brad Symes Adelaide
695,Kurt Tippett,11633,Adelaide,Kurt Tippett Adelaide
696,Jarrhan Jacky,11651,Adelaide,Jarrhan Jacky Adelaide
697,James Sellar,11660,Adelaide,James Sellar Adelaide
698,Andy Otten,11678,Adelaide,Andy Otten Adelaide
699,Brad Moran,3203,Adelaide,Brad Moran Adelaide
700,Patrick Dangerfield,11700,Adelaide,Patrick Dangerfield Adelaide
701,Myke Cook,11712,Adelaide,Myke Cook Adelaide
702,Jared Petrenko,11714,Adelaide,Jared Petrenko Adelaide
703,Taylor Walker,11713,Adelaide,Taylor Walker Adelaide
704,Shaun McKernan,11774,Adelaide,Shaun McKernan Adelaide
705,Brodie Martin,11781,Adelaide,Brodie Martin Adelaide
706,Rory Sloane,11792,Adelaide,Rory Sloane Adelaide
707,Tony Armstrong,11807,Adelaide,Tony Armstrong Adelaide
708,Will Young,11816,Adelaide,Will Young Adelaide
709,Chris Schmidt,11577,Adelaide,Chris Schmidt Adelaide
710,Phil Davis,11825,Adelaide,Phil Davis Adelaide
711,Ricky Henderson,11832,Adelaide,Ricky Henderson Adelaide
712,Matthew Jaensch,11838,Adelaide,Matthew Jaensch Adelaide
713,Jack Gunston,11845,Adelaide,Jack Gunston Adelaide
714,Brodie Smith,11891,Adelaide,Brodie Smith Adelaide
715,Richard Tambling,4091,Adelaide,Richard Tambling Adelaide
716,Luke Thompson,11928,Adelaide,Luke Thompson Adelaide
717,Matthew Wright,11929,Adelaide,Matthew Wright Adelaide
718,Sam Jacobs,11708,Adelaide,Sam Jacobs Adelaide
719,Ian Callinan,11985,Adelaide,Ian Callinan Adelaide
720,Daniel Talia,11989,Adelaide,Daniel Talia Adelaide
721,Aidan Riley,11998,Adelaide,Aidan Riley Adelaide
722,Tom Lynch,11865,Adelaide,Tom Lynch Adelaide
723,Sam Kerridge,12052,Adelaide,Sam Kerridge Adelaide
724,Sam Shaw,12056,Adelaide,Sam Shaw Adelaide
725,Jarryd Lyons,12067,Adelaide,Jarryd Lyons Adelaide
726,Josh Jenkins,12074,Adelaide,Josh Jenkins Adelaide
727,Tim McIntyre,12102,Adelaide,Tim McIntyre Adelaide
728,Luke Brown,12106,Adelaide,Luke Brown Adelaide
729,Lewis Johnston,11963,Adelaide,Lewis Johnston Adelaide
730,Brad Crouch,12156,Adelaide,Brad Crouch Adelaide
731,Rory Laird,12165,Adelaide,Rory Laird Adelaide
732,Mitch Grigg,12216,Adelaide,Mitch Grigg Adelaide
733,Kyle Hartigan,6623,Adelaide,Kyle Hartigan Adelaide
734,Eddie Betts,4060,Adelaide,Eddie Betts Adelaide
735,James Podsiadly,11823,Adelaide,James Podsiadly Adelaide
736,Matt Crouch,12258,Adelaide,Matt Crouch Adelaide
737,Charlie Cameron,12277,Adelaide,Charlie Cameron Adelaide
738,Cam Ellis-Yolmen,12283,Adelaide,Cam Ellis-Yolmen Adelaide
739,Kyle Cheney,11721,Adelaide,Kyle Cheney Adelaide
740,Jake Kelly,12335,Adelaide,Jake Kelly Adelaide
741,Jake Lever,12351,Adelaide,Jake Lever Adelaide
742,Riley Knight,12375,Adelaide,Riley Knight Adelaide
743,Rory Atkins,12381,Adelaide,Rory Atkins Adelaide
744,Mitch McGovern,12404,Adelaide,Mitch McGovern Adelaide
745,Wayne Milera,12405,Adelaide,Wayne Milera Adelaide
746,Paul Seedsman,12035,Adelaide,Paul Seedsman Adelaide
747,Reilly OBrien,12473,Adelaide,Reilly OBrien Adelaide
748,Peter Banfield,11225,Brisbane Bears,Peter Banfield Brisbane Bears
749,Matthew Campbell,1281,Brisbane Bears,Matthew Campbell Brisbane Bears
750,Dale Dickson,11121,Brisbane Bears,Dale Dickson Brisbane Bears
751,Jim Edmond,1698,Brisbane Bears,Jim Edmond Brisbane Bears
752,John Fidge,11213,Brisbane Bears,John Fidge Brisbane Bears
753,Brad Hardie,1300,Brisbane Bears,Brad Hardie Brisbane Bears
754,Bernie Harris,1794,Brisbane Bears,Bernie Harris Brisbane Bears
755,Neil Hein,11387,Brisbane Bears,Neil Hein Brisbane Bears
756,Michael McCarthy,1960,Brisbane Bears,Michael McCarthy Brisbane Bears
757,Mark Mickan,1308,Brisbane Bears,Mark Mickan Brisbane Bears
758,Cameron OBrien,11291,Brisbane Bears,Cameron OBrien Brisbane Bears
759,David OKeeffe,2045,Brisbane Bears,David OKeeffe Brisbane Bears
760,Brenton Phillips,1379,Brisbane Bears,Brenton Phillips Brisbane Bears
761,Geoff Raines,2092,Brisbane Bears,Geoff Raines Brisbane Bears
762,Steve Reynoldson,2107,Brisbane Bears,Steve Reynoldson Brisbane Bears
763,Michael Richardson,1354,Brisbane Bears,Michael Richardson Brisbane Bears
764,Mark Roberts,767,Brisbane Bears,Mark Roberts Brisbane Bears
765,Phil Walsh,2251,Brisbane Bears,Phil Walsh Brisbane Bears
766,Chris Waterson,11143,Brisbane Bears,Chris Waterson Brisbane Bears
767,Mark Williams,2281,Brisbane Bears,Mark Williams Brisbane Bears
768,Darryl Cox,11061,Brisbane Bears,Darryl Cox Brisbane Bears
769,Gary Shaw,11206,Brisbane Bears,Gary Shaw Brisbane Bears
770,Frank Dunell,1690,Brisbane Bears,Frank Dunell Brisbane Bears
771,Stephen Williams,11388,Brisbane Bears,Stephen Williams Brisbane Bears
772,Mark Buckley,1565,Brisbane Bears,Mark Buckley Brisbane Bears
773,Rick Norman,11247,Brisbane Bears,Rick Norman Brisbane Bears
774,Tony Beckett,11382,Brisbane Bears,Tony Beckett Brisbane Bears
775,Ben Harris,11386,Brisbane Bears,Ben Harris Brisbane Bears
776,Peter Smith,11083,Brisbane Bears,Peter Smith Brisbane Bears
777,Neil Gaghan,11287,Brisbane Bears,Neil Gaghan Brisbane Bears
778,Rod MacPherson,1933,Brisbane Bears,Rod MacPherson Brisbane Bears
779,Allan Giffard,11384,Brisbane Bears,Allan Giffard Brisbane Bears
780,Adam Garton,11383,Brisbane Bears,Adam Garton Brisbane Bears
781,Darren Carlson,1589,Brisbane Bears,Darren Carlson Brisbane Bears
782,Chris Stacey,11318,Brisbane Bears,Chris Stacey Brisbane Bears
783,Craig Evans,11319,Brisbane Bears,Craig Evans Brisbane Bears
784,Michael Gibson,1397,Brisbane Bears,Michael Gibson Brisbane Bears
785,Ken Judge,1860,Brisbane Bears,Ken Judge Brisbane Bears
786,Mark Withers,1342,Brisbane Bears,Mark Withers Brisbane Bears
787,Stuart Glascott,11385,Brisbane Bears,Stuart Glascott Brisbane Bears
788,Jamie Duursma,11265,Brisbane Bears,Jamie Duursma Brisbane Bears
789,Warwick Capper,1578,Brisbane Bears,Warwick Capper Brisbane Bears
790,Rodney Eade,1694,Brisbane Bears,Rodney Eade Brisbane Bears
791,Michael Kennedy,1367,Brisbane Bears,Michael Kennedy Brisbane Bears
792,Scott McIvor,108,Brisbane Bears,Scott McIvor Brisbane Bears
793,Roger Merrett,107,Brisbane Bears,Roger Merrett Brisbane Bears
794,Robert Mace,1932,Brisbane Bears,Robert Mace Brisbane Bears
795,Andrew Taylor,1399,Brisbane Bears,Andrew Taylor Brisbane Bears
796,Matthew Simpson,2171,Brisbane Bears,Matthew Simpson Brisbane Bears
797,Tony Lynn,159,Brisbane Bears,Tony Lynn Brisbane Bears
798,Rod Lester-Smith,1398,Brisbane Bears,Rod Lester-Smith Brisbane Bears
799,David Bain,1172,Brisbane Bears,David Bain Brisbane Bears
800,John Gastev,1180,Brisbane Bears,John Gastev Brisbane Bears
801,Alex Ishchenko,771,Brisbane Bears,Alex Ishchenko Brisbane Bears
802,Martin Leslie,124,Brisbane Bears,Martin Leslie Brisbane Bears
803,Simon Hose,11450,Brisbane Bears,Simon Hose Brisbane Bears
804,Lachlan Sim,11452,Brisbane Bears,Lachlan Sim Brisbane Bears
805,Marcus Ashcroft,110,Brisbane Bears,Marcus Ashcroft Brisbane Bears
806,Chris OSullivan,11451,Brisbane Bears,Chris OSullivan Brisbane Bears
807,Mark Zanotti,371,Brisbane Bears,Mark Zanotti Brisbane Bears
808,Kevin Caton,11396,Brisbane Bears,Kevin Caton Brisbane Bears
809,Bradley Edwards,11440,Brisbane Bears,Bradley Edwards Brisbane Bears
810,Shaun Hart,111,Brisbane Bears,Shaun Hart Brisbane Bears
811,Brad Rowe,222,Brisbane Bears,Brad Rowe Brisbane Bears
812,Gavin Keane,1904,Brisbane Bears,Gavin Keane Brisbane Bears
813,Matthew Kennedy,117,Brisbane Bears,Matthew Kennedy Brisbane Bears
814,Richard Umbers,11481,Brisbane Bears,Richard Umbers Brisbane Bears
815,Peter Davidson,11340,Brisbane Bears,Peter Davidson Brisbane Bears
816,Jonathan Solomon,11480,Brisbane Bears,Jonathan Solomon Brisbane Bears
817,David Wearne,11482,Brisbane Bears,David Wearne Brisbane Bears
818,Ray Windsor,3995,Brisbane Bears,Ray Windsor Brisbane Bears
819,David Cameron,1321,Brisbane Bears,David Cameron Brisbane Bears
820,Richard Champion,95,Brisbane Bears,Richard Champion Brisbane Bears
821,Troy Clarke,1181,Brisbane Bears,Troy Clarke Brisbane Bears
822,Peter Curran,1378,Brisbane Bears,Peter Curran Brisbane Bears
823,Shane Hamilton,112,Brisbane Bears,Shane Hamilton Brisbane Bears
824,Michael McLean,99,Brisbane Bears,Michael McLean Brisbane Bears
825,Jason Millar,11517,Brisbane Bears,Jason Millar Brisbane Bears
826,David Ogg,11518,Brisbane Bears,David Ogg Brisbane Bears
827,Danny Noonan,1282,Brisbane Bears,Danny Noonan Brisbane Bears
828,Matthew Ryan,2137,Brisbane Bears,Matthew Ryan Brisbane Bears
829,Laurence Schache,11519,Brisbane Bears,Laurence Schache Brisbane Bears
830,Shane Strempel,11520,Brisbane Bears,Shane Strempel Brisbane Bears
831,Peter Worsfold,3997,Brisbane Bears,Peter Worsfold Brisbane Bears
832,Craig Potter,1279,Brisbane Bears,Craig Potter Brisbane Bears
833,Corey Bell,11514,Brisbane Bears,Corey Bell Brisbane Bears
